"","exp_mass","abundance","RT"
"1",1250.00657362645,841835.2,4.73
"2",232.972722955006,899496.5,24.95
"3",242.022044941719,1043932.6,28.86
"4",252.042678147862,737877.6,19.48
"5",256.037603314458,851512.6,22.77
"6",258.016995415097,896484.4,23.88
"7",264.042794632931,874650.6,23.03
"8",266.022024733725,930939.1,24.64
"9",266.058353698865,754492.8,19.59
"10",268.037698799548,851354.9,22.36
"11",270.016954900317,866358.8,22.58
"12",272.032513966251,759122,19.54
"13",276.042734118171,738529.7,18.95
"14",278.058357184043,813527.3,20.87
"15",280.03764728478,1245609.8,32.98
"16",282.016982385472,947642.8,24.62
"17",282.053276350646,834876.2,21.46
"18",284.032607451343,1060043.9,27.77
"19",292.037609769997,1166980.1,30.13
"20",294.053259835843,1099088.9,28.27
"21",296.032568936561,1140891.8,29.41
"22",302.058435811248,840318.7,20.91
"23",304.037532523352,870729.3,21.74
"24",305.969883289496,877138.4,21.91
"25",306.016962235071,772500.1,19.07
"26",306.053267193101,1104981.5,28.1
"27",308.032520905024,1262752.8,32.39
"28",310.011808616907,983596.6,24.51
"29",310.048194574844,987374,24.61
"30",312.027504286701,837562.6,20.59
"31",314.058223939127,771977.9,18.82
"32",318.053287320713,1178921.3,29.75
"33",320.032682032472,1103162,27.35
"34",320.068913990587,813627.5,19.68
"35",322.011814744534,854604.1,20.76
"36",322.048274702385,1057357.6,26.13
"37",323.071255519788,868088.7,21.12
"38",324.02747441437,1169569.4,29.1
"39",326.00671312631,838582.8,20.33
"40",328.037611778529,736656.3,17.63
"41",330.053256448383,1152491.1,28.12
"42",332.032551160258,1279686.5,31.43
"43",332.068928118205,944136.2,22.7
"44",334.01177087222,980644,23.65
"45",334.048206830098,1433317.8,35.43
"46",335.071426647225,822231,19.52
"47",336.027468542012,1268037.5,31.12
"48",336.063992499789,835399.4,19.86
"49",337.050519359334,783799.9,18.52
"50",337.086917317257,871417.8,20.8
"51",338.006792253853,759207.5,17.88
"52",338.043105211874,937193.3,22.51
"53",338.978241130829,739160.4,17.36
"54",342.05334057592,1129590.4,26.99
"55",344.032583287855,991454.7,23.46
"56",344.06895324581,1029024.6,24.42
"57",346.048216957721,1454027,35.26
"58",348.027470669644,1230135.4,29.55
"59",348.063775627674,951865.4,22.44
"60",350.006857381412,845285.7,19.72
"61",350.043083339534,1313447.8,31.67
"62",351.066160747501,1338593.5,31.66
"63",351.10257570474,741155.6,16.72
"64",352.022413624586,1033624,24.03
"65",354.05324223981,785165.1,17.82
"66",356.032611915461,825025.2,18.81
"67",356.068829872931,927171.3,21.37
"68",358.048191548592,1115961.3,26.08
"69",360.027443224382,1118384.9,26.14
"70",360.06378218171,1093299.1,25.51
"71",361.086873980306,782705.7,17.74
"72",362.04302485751,1127788.5,26.37
"73",363.066125656096,1113196,25.46
"74",363.102568613302,868782.3,19.48
"75",364.022435533114,955175.7,21.59
"76",364.058620490622,873770,19.6
"77",365.045424331831,833640.1,18.61
"78",365.081829289081,1245802.4,28.71
"79",366.038113166129,737062.9,16.25
"80",366.053087148546,767591.8,16.99
"81",368.068874781432,896680.6,20.15
"82",370.048257457068,1181032.8,27.11
"83",372.027478132895,997930.5,22.62
"84",372.063828090209,1151084.9,26.38
"85",372.998820992259,850218.8,19.01
"86",374.043139765929,1337456.1,30.94
"87",375.066109564669,814772.6,18.13
"88",376.022419441686,965748.9,21.35
"89",376.058644399148,1094007.4,24.42
"90",377.081800197669,1053820.6,23.46
"91",378.037990074827,869373.7,19.04
"92",379.06115287334,1739203.6,39.87
"93",379.097546830603,885574.1,19.42
"94",380.068952689894,880520.9,19.3
"95",382.048141365758,953298,21.04
"96",382.084397323183,908052.6,19.96
"97",384.027427041508,899292.5,19.74
"98",384.063848998738,1012063.1,22.44
"99",386.043110674517,1221802.9,27.46
"100",386.079363631945,789549.4,17.11
"101",388.022395350268,993528,21.99
"102",388.058647307698,1313210.6,29.65
"103",388.994037209281,907901.8,19.94
"104",389.08184510617,795460.1,17.25
"105",390.037991983379,1177289,25.78
"106",391.061088781969,1074259.1,23.37
"107",391.097539739165,1011989.8,21.91
"108",392.053865616164,874971.3,18.7
"109",393.040362457734,1034787.3,22.44
"110",393.076708415053,1617318,36.06
"111",396.063838907304,1099905.9,23.96
"112",398.043103583079,1206549,26.45
"113",398.079400540456,853463.8,18.19
"114",400.022406258809,786601.3,16.62
"115",400.058751216129,1091244,23.75
"116",401.081585649359,868921,18.54
"117",402.037937375236,1196737.3,26.21
"118",403.060994012244,781518.8,16.5
"119",403.097443963683,1005777.6,21.74
"120",404.017365738095,838039.5,17.82
"121",404.053734689642,851034.3,18.12
"122",404.988740443958,1037281.6,21.91
"123",405.076614326885,1481768.4,32.05
"124",406.032879052879,794673.6,16.38
"125",407.055802690064,1783232.1,38.92
"126",407.092139641653,1323714.9,28.44
"127",408.063656347326,1039565.8,21.96
"128",410.04305071023,1104678.9,23.44
"129",410.079359661857,813033.7,16.79
"130",412.058746024772,1250499.8,26.76
"131",414.038023387831,1150750.6,24.48
"132",414.074097339771,765089.4,15.69
"133",415.097339976531,768561.9,15.77
"134",416.017364750806,757114.3,15.5
"135",416.053511702648,1049085.1,22.16
"136",416.98854345693,829767,17.16
"137",417.076717339458,1304654,27.99
"138",418.032755065754,846297.6,17.53
"139",418.069256017124,746076.5,15.25
"140",419.055839702724,1192682.8,25.43
"141",419.092352654079,1305197.6,28
"142",421.03513506576,1107720.4,22.82
"143",421.071671017084,1853707.3,39.36
"144",421.10816796846,981582.2,20.03
"145",422.042920723113,764632.8,15.22
"146",422.079607674236,810587.8,16.24
"147",424.058635037629,1055098.4,21.65
"148",426.037895400712,1015961.6,20.78
"149",426.074406352069,955804.5,19.45
"150",428.053586715258,900540.3,18.22
"151",429.076735352144,1085583.3,22.32
"152",430.032869078312,850140.9,17.1
"153",430.068895030315,741919.8,14.7
"154",431.055701715618,745776.1,14.79
"155",431.092308666848,1197491.1,24.8
"156",432.063462373005,840194.3,16.88
"157",433.071520029995,1709652.8,36.14
"158",433.108018981369,1118167.8,23.03
"159",434.079381687247,915879.4,18.55
"160",435.050752393115,1723639.3,36.45
"161",435.087184344578,1776122.3,37.61
"162",435.123765295842,880381.3,17.76
"163",436.058505050512,927050.3,18.79
"164",438.037952413346,761390.2,14.67
"165",438.074143365129,948401.1,18.69
"166",439.097262002055,741126.3,14.23
"167",440.053624727918,1153814,23.1
"168",440.089767679765,778841,15.04
"169",441.076406365292,951787.5,18.75
"170",442.032738091196,825851.8,16.05
"171",442.069429042314,848830.9,16.54
"172",443.055641728408,840849.8,16.37
"173",443.09232167954,993556.9,19.65
"174",444.048380405808,856741.7,16.71
"175",445.071333042954,1286716.4,25.95
"176",445.107764994417,950975.4,18.73
"177",446.079438699881,791954.1,15.31
"178",447.050706405886,1327205,26.81
"179",447.087240357213,1708392,35.01
"180",448.05864906303,835771.3,16.25
"181",449.030016768902,1011982.7,20.03
"182",449.066387720446,2386065.8,49.57
"183",449.102892671812,1397781,28.33
"184",450.074142377841,854952.8,16.66
"185",452.053536401517,991380.4,19.59
"186",453.076409114935,758253.7,14.57
"187",454.033116911576,1004289.5,19.86
"188",454.069046866383,929284.7,18.25
"189",455.092391579208,797662.6,15.42
"190",456.048766376268,997875.1,19.72
"191",457.071611089721,1143629.8,22.13
"192",457.107840044152,914641.1,17.36
"193",458.064118841333,817510.2,15.33
"194",459.087243554434,1464833.8,28.81
"195",461.066474064934,1748659.9,34.71
"196",461.102820019217,1209655.1,23.49
"197",462.074184797423,822607.1,15.43
"198",463.045933575145,1746535.6,34.66
"199",463.082125529622,1958506.9,39.08
"200",463.118800483492,1023854.3,19.62
"201",464.053594307697,987907.7,18.87
"202",466.069070772606,865213.3,16.31
"203",468.048427282947,886837.3,16.76
"204",469.071314996346,782101,14.58
"205",469.107747950521,840408.4,15.79
"206",471.08722546071,1342931.1,26.25
"207",473.066447971219,1496207.6,29.43
"208",473.1030349252,1184531,22.95
"209",475.045527481909,1322702,25.82
"210",475.082211435767,1868497.5,37.18
"211",475.118610389984,996885.1,19.04
"212",476.053448214134,827439.6,15.51
"213",477.025096991982,800270.3,14.94
"214",477.061522946165,2396562,48.17
"215",477.097905900402,1811605.5,35.99
"216",478.069050678884,833012.6,15.09
"217",480.048690188869,926264.1,16.97
"218",482.064015653968,972801.2,17.9
"219",483.087325366837,1164264.1,21.75
"220",485.036780914788,823085.9,14.88
"221",485.066349877595,1125169,20.96
"222",485.102808831737,1274932.6,23.97
"223",487.045497388199,940411.9,17.24
"224",487.082273341942,1640959.8,31.33
"225",487.118491296387,894275.5,16.31
"226",489.024938898434,764617.3,13.7
"227",489.061419852547,2049613.1,39.54
"228",489.09783780674,1604048.9,30.58
"229",490.069156585004,1020086.5,18.83
"230",491.040604363105,1830428.8,35.13
"231",491.07708431722,2187296.5,42.31
"232",491.113549271354,1095332.4,20.34
"233",494.027944605592,871642.7,15.84
"234",494.064304559858,821726.6,14.83
"235",495.087064273418,912204.8,16.65
"236",496.044210069508,794420.4,14.28
"237",497.06622078401,787875.8,14.15
"238",497.102838737952,1057575.8,19.57
"239",499.045757294125,817405.4,14.74
"240",499.0821102484,1324033.5,24.93
"241",499.118750202314,933381.4,17.07
"242",500.089709981029,760561.3,13.59
"243",501.06131800888,1348317.8,24.32
"244",501.097706952452,1288033.8,23.16
"245",503.040335940035,1087164.6,19.28
"246",503.076958883244,2025280.8,37.34
"247",503.1134868266,1173188.9,20.94
"248",505.019773870539,969758.3,17.02
"249",505.056263813954,2234658.5,41.37
"250",505.092674757492,2006822.6,36.98
"251",505.128896701323,780842.7,13.38
"252",508.043173182182,746044.2,12.71
"253",511.082244469522,1136226.6,20.21
"254",511.118644413077,889703,15.47
"255",513.061176400811,1069775.8,18.93
"256",513.097667344225,1235156.1,22.11
"257",515.040665331236,841023.9,14.52
"258",515.076860275109,1771972.3,32.44
"259",515.113529218247,1268168.8,22.74
"260",517.056193205776,1790135.5,32.78
"261",517.09256114938,1696060,30.97
"262",517.128920092999,853696.5,14.76
"263",518.064544642134,739508.6,12.56
"264",519.035583136354,1250093.8,22.38
"265",519.07195007996,2353842.5,43.63
"266",519.10863702307,1678519,30.63
"267",520.043458573451,784172.4,13.41
"268",521.102301931512,780018.3,13.33
"269",522.059079447846,764140.1,13.02
"270",523.081713862057,1120430.9,19.88
"271",525.061112792621,853934.5,14.74
"272",525.097507736184,1010867.3,17.76
"273",525.133810679889,748791.9,12.72
"274",527.076793666924,1390133.9,23.86
"275",527.113447610085,1041850.7,17.48
"276",529.056196597482,1323195.4,22.63
"277",529.092539541125,1606720.1,27.82
"278",529.129132484381,780421.1,12.68
"279",530.063945034776,818817.6,13.38
"280",531.035507528183,1030083.8,17.25
"281",531.071872471792,1928136.6,33.71
"282",531.108279415336,1346637.5,23.05
"283",532.08001190848,990416.4,16.52
"284",533.051116402597,2164947.8,38.04
"285",533.087664345922,2142168.8,37.63
"286",533.124020289546,1133021.6,19.13
"287",534.059533838854,789660.9,12.84
"288",535.081471254145,755688.6,12.21
"289",539.047663103808,859917.7,14.11
"290",539.077173058047,1317521.8,22.5
"291",539.113215002157,913366.8,15.09
"292",541.056067989393,1248039.5,21.22
"293",541.092679932619,1621548.8,28.07
"294",541.128795876615,797297.9,12.96
"295",543.03545891997,1000127.9,16.67
"296",543.071885863483,1633477.1,28.28
"297",543.108272807058,1480010.3,25.47
"298",545.015010850297,749274.8,12.07
"299",545.051112794314,1634399.9,28.29
"300",545.087567737784,1992037.3,34.84
"301",545.12385768151,939498.4,15.55
"302",547.030614724719,1184253.3,20.04
"303",547.066771668651,2120066.5,37.19
"304",547.103116612291,1554823.8,26.83
"305",547.139709555547,846733,13.85
"306",551.076847450264,777611.6,12.57
"307",551.113687393136,872913,14.32
"308",553.055752381594,798319.8,12.95
"309",553.092599324456,1109621.1,18.65
"310",553.129057267921,852858.5,13.95
"311",555.071670255529,1294107.5,20.91
"312",555.108638198203,1030305,16.32
"313",557.051057186112,1027268,16.26
"314",557.087514129579,1469897.5,23.96
"315",557.123876073193,942670.9,14.79
"316",559.030212117055,818926.5,12.63
"317",559.06718605972,1913332.1,31.67
"318",559.103450003486,1414521.6,23
"319",560.865970270362,833797.3,12.89
"320",561.04608499106,1495200.8,24.39
"321",561.068153956838,1085220,17.26
"322",561.08254593452,1917862.1,31.75
"323",561.118577878646,1070891.6,17.01
"324",565.063020762035,746760.6,11.36
"325",565.092360716538,753165.1,11.47
"326",565.128952659795,809810.8,12.46
"327",567.071908646871,1071039.5,17
"328",567.108226590553,914629,14.28
"329",569.051061577817,1031411.5,16.3
"330",569.087716520977,1378041.3,22.33
"331",569.124030464665,758974.9,11.56
"332",571.014824532628,832934.8,12.84
"333",571.066937451817,1386927,22.48
"334",571.103489395137,1276340.8,20.56
"335",571.140091338378,765562.6,11.67
"336",573.045910383042,1235558.5,19.84
"337",573.082462326362,1700844.3,27.94
"338",573.118914269836,1010674,15.93
"339",575.025696313007,812447.7,12.48
"340",575.047963278478,752163.1,11.43
"341",575.061631257283,1447845.3,23.53
"342",575.083929222706,1256872.9,20.21
"343",575.098538200052,1695403.1,27.84
"344",577.06301215376,794403.6,12.16
"345",577.099552097098,964201.4,15.11
"346",579.071744038838,901284.3,14.01
"347",579.108771981419,825770.3,12.7
"348",581.087510913007,1118439.9,17.78
"349",581.123691856902,843117.7,12.99
"350",583.067218843093,1136806.9,18.1
"351",583.103207787285,1335596.8,21.56
"352",585.045957774681,1011559.3,14.84
"353",585.082336718268,1589229.1,24.22
"354",585.118952661488,1063283,15.68
"355",586.121289107174,758741.8,10.74
"356",587.047538670848,977068.5,14.28
"357",587.062055648336,1447470.8,21.91
"358",587.083725614733,1082162.4,15.98
"359",587.098509591808,1668404.8,25.5
"360",587.134740535625,789434.6,11.23
"361",589.041421578952,1400433.8,21.14
"362",589.063043545423,980597.1,14.33
"363",589.077700522695,1800183.6,27.63
"364",589.114009466391,1168509.5,17.38
"365",591.078707419752,881983.2,12.72
"366",591.108471373597,833988.1,11.94
"367",593.08791630409,989193.2,14.46
"368",593.123846248374,834063.1,11.94
"369",595.066784235478,1070543.4,15.77
"370",595.103858177988,995349.5,14.55
"371",597.047045164706,1057238.6,15.55
"372",597.082609109557,1182236.5,17.58
"373",597.119141052908,960546.6,13.98
"374",599.047406062765,1007842.3,14.74
"375",599.062089039997,1474276.8,22.31
"376",599.09838698371,1631466.6,24.86
"377",601.041089971178,1222189.6,18.22
"378",601.063126937006,979377.2,14.28
"379",601.077683914432,1817651.8,27.88
"380",601.114189857823,1301305.9,19.5
"381",603.056946845208,1534461.5,23.28
"382",603.093391788693,1732099.5,26.49
"383",603.130219731584,1072905.8,15.79
"384",607.0670356268,994843.9,14.51
"385",607.103777569825,976162.1,14.21
"386",608.075624062792,768196.9,10.83
"387",609.082677501163,1241198,18.5
"388",609.119045444768,806836.1,11.46
"389",611.062162431594,1199802.6,17.83
"390",611.083789398058,1080254.1,15.89
"391",611.098180375742,1618752.5,24.62
